Code,Name
328130,루닛
476060,온코닉테라퓨틱스
122870,와이지엔터테인먼트
295310,에이치브이엠
003160,디아이
005300,롯데칠성
000210,DL
056080,유진로봇
484870,엠앤씨솔루션
052020,에스티큐브
192080,더블유게임즈
490470,세미파이브
365550,ESR켄달스퀘어리츠
281820,케이씨텍
006120,SK디스커버리
036530,SNT홀딩스
389470,인벤티지랩
171090,선익시스템
071320,지역난방공사
204270,제이앤티씨
280360,롯데웰푸드
001510,SK증권
192400,쿠쿠홀딩스
003470,유안타증권
009240,한샘
000670,영풍
057050,현대홈쇼핑
420770,기가비스
249420,일동제약
298050,HS효성첨단소재
285130,SK케미칼
499790,GS피앤엘
071055,한국금융지주우
137310,에스디바이오센서
009450,경동나비엔
126340,비나텍
006730,서부T&D
075580,세진중공업
486990,노타
005690,파미셀
030190,NICE평가정보
195870,해성디에스
036810,에프에스티
161580,필옵틱스
358570,지아이이노베이션
010780,아이에스동서
00088K,한화3우B
027360,아주IB투자
451800,한화리츠
032190,다우데이타
066575,LG전자우
078160,메디포스트
044490,태웅
468530,프로티나
006650,대한유화
084110,휴온스글로벌
348340,뉴로메카
100840,SNT에너지
064960,SNT모티브
456040,OCI
317450,명인제약
052400,코나아이
033240,자화전자
376300,디어유
248070,솔루엠
014620,성광벤드
004490,세방전지
108320,LX세미콘
253590,네오셈
102710,이엔에프테크놀로지
001270,부국증권
187660,현대ADM
079160,CJ CGV
003850,보령
000370,한화손해보험
042520,한스바이오메드
241710,코스메카코리아
033500,동성화인텍
356860,티엘비
050890,쏠리드
214320,이노션
033100,제룡전기
060250,NHN KCP
086900,메디톡스
079900,전진건설로봇
069260,TKG휴켐스
102940,코오롱생명과학
399720,가온칩스
005090,SGC에너지
025540,한국단자
093370,후성
112040,위메이드
024850,HLB이노베이션
023160,태광
114090,GKL
121600,나노신소재
015750,성우하이텍
475960,토모큐브
003280,흥아해운
003030,세아제강지주
014820,동원시스템즈
425420,티에프이
00104K,CJ4우(전환)
001060,JW중외제약
005880,대한해운
225570,넥슨게임즈
007700,F&F홀딩스
287840,인투셀
005180,빙그레
293940,신한알파리츠
448900,한국피아이엠
365340,성일하이텍
042000,카페24
002350,넥센타이어
003545,대신증권우
214430,아이쓰리시스템
003620,KG모빌리티
001680,대상
381970,케이카
025980,아난티
372320,큐로셀
001500,현대차증권
002020,코오롱
017940,E1
053800,안랩
178920,PI첨단소재
058650,세아홀딩스
090460,비에이치
000640,동아쏘시오홀딩스
130660,한전산업
0120G0,삼양바이오팜
053610,프로텍
005250,녹십자홀딩스
002960,한국쉘석유
002840,미원상사
039130,하나투어
090360,로보스타
060280,큐렉소
000400,롯데손해보험
011930,신성이엔지
001570,금양
424870,이뮨온시아
093050,LF
252990,샘씨엔에스
001820,삼화콘덴서
200710,에이디테크놀로지
383310,에코프로에이치엔
383800,LX홀딩스
460930,현대힘스
389650,넥스트바이오메디컬
336570,원텍
211050,인카금융서비스
006380,카프로
094800,맵스리얼티
268280,미원에스씨
041960,코미팜
003000,부광약품
008730,율촌화학
271940,일진하이솔루스
006910,보성파워텍
125490,한라캐스트
005389,현대차3우B
004690,삼천리
0082N0,카나프테라퓨틱스
016610,DB증권
099190,아이센스
002240,고려제강
336370,솔루스첨단소재
002030,아세아
041190,우리기술투자
019170,신풍제약
488900,비츠로넥스텍
020000,한섬
014830,유니드
950210,프레스티지바이오파마
251970,펌텍코리아
278280,천보
016380,KG스틸
284740,쿠쿠홈시스
094170,동운아나텍
077360,덕산하이메탈
025320,시노펙스
003300,한일홀딩스
005420,코스모화학
079370,제우스
119850,지엔씨에너지
009155,삼성전기우
083450,GST
095660,네오위즈
009410,태영건설
005810,풍산홀딩스
377740,바이오노트
104830,원익머트리얼즈
338840,와이바이오로직스
000070,삼양홀딩스
234340,헥토파이낸셜
064260,다날
009900,명신산업
029530,신도리코
368770,파이버프로
145720,덴티움
031330,에스에이엠티
034310,NICE
105840,우진
122640,예스티
206650,유바이오로직스
484590,삼양컴텍
045100,한양이엔지
006110,삼아알미늄
494120,큐리오시스
453340,현대그린푸드
047920,HLB제약
318060,그래피
039440,에스티아이
101160,월덱스
018290,브이티
006340,대원전선
006220,제주은행
327260,RF머트리얼즈
452260,한화갤러리아
376270,HEM파마
448730,삼성FN리츠
016590,신대양제지
093320,케이아이엔엑스
138490,코오롱ENP
005945,NH투자증권우
098070,한텍
036620,감성코퍼레이션
192650,드림텍
090435,아모레퍼시픽우
230360,에코마케팅
478340,나라스페이스테크놀로지
194480,데브시스터즈
168360,펨트론
059090,미코
900290,GRT
105630,한세실업
089010,켐트로닉스
001200,유진투자증권
067630,HLB생명과학
145990,삼양사
019210,와이지-원
228760,지노믹트리
215600,신라젠
101930,인화정공
217590,티엠씨
220100,퓨쳐켐
107640,한중엔시에스
394800,쓰리빌리언
004700,조광피혁
161000,애경케미칼
460860,동국제강
008060,대덕
034950,한국기업평가
357120,코람코라이프인프라리츠
0001A0,덕양에너젠
015360,INVENI
309710,아이티켐
017810,풀무원
009290,광동제약
114810,한솔아이원스
089890,코세스
078020,LS증권
183190,아세아시멘트
005610,SPC삼립
117730,티로보틱스
072710,농심홀딩스
441270,파인엠텍
450950,아스테라시스
065660,안트로젠
180400,DXVX
001530,DI동일
031430,신세계인터내셔날
080580,오킨스전자
101730,위메이드맥스
034830,한국토지신탁
199800,툴젠
016800,퍼시스
475400,씨메스
025860,남해화학
455900,엔젤로보틱스
394280,오픈엣지테크놀로지
029460,케이씨
010690,화신
026890,스틱인베스트먼트
013030,하이록코리아
033640,네패스
092870,엑시콘
078350,한양디지텍
344820,KCC글라스
110990,디아이티
089980,상아프론테크
027410,BGF
304360,에스바이오메딕스
097520,엠씨넥스
060980,HL홀딩스
179900,유티아이
053030,바이넥스
033160,엠케이전자
170900,동아에스티
089590,제주항공
144510,지씨셀
126720,수산인더스트리
0015G0,그린광학
200670,휴메딕스
084010,대한제강
306200,세아제강
000157,두산2우B
365270,큐라클
290550,디케이티
298830,슈어소프트테크
086390,유니테스트
037270,YG PLUS
041830,인바디
226590,엠디바이스
003800,에이스침대
099440,스맥
138080,오이솔루션
058970,엠로
340570,티앤엘
417310,코람코더원리츠
035810,이지홀딩스
448280,에코아이
018250,애경산업
241520,DSC인베스트먼트
037460,삼지전자
241770,메카로
035890,서희건설
002810,삼영무역
389260,대명에너지
314930,바이오다인
200880,서연이화
352480,씨앤씨인터내셔널
051500,CJ프레시웨이
010820,퍼스텍
091810,티웨이항공
046120,오르비텍
006405,삼성SDI우
170920,엘티씨
002310,아세아제지
015860,일진홀딩스
236200,슈프리마
005720,넥센
049630,재영솔루텍
403550,쏘카
092200,디아이씨
094360,칩스앤미디어
041920,메디아나
036890,진성티이씨
462350,이노스페이스
093520,매커스
474650,링크솔루션
001940,KISCO홀딩스
123890,한국자산신탁
286940,롯데이노베이트
126560,현대퓨처넷
002710,TCC스틸
017860,DS단석
060720,KH바텍
012030,DB
001390,KG케미칼
104700,한국철강
079940,가비아
308430,셀비온
419530,SAMG엔터
194370,제이에스코퍼레이션
265520,AP시스템
084690,대상홀딩스
011760,현대코퍼레이션
094480,갤럭시아머니트리
389020,자람테크놀로지
043150,바텍
078130,국일제지
018000,유니슨
017390,서울가스
000650,천일고속
230240,에치에프알
092230,KPX홀딩스
007690,국도화학
114190,강원에너지
033790,피노
138610,나이벡
200470,에이팩트
128820,대성산업
078520,에이블씨엔씨
064820,케이프
136480,하림
001750,한양증권
389500,에스비비테크
221800,유투바이오
012210,삼미금속
003920,남양유업
317330,덕산테코피아
272450,진에어
011500,한농화성
035510,신세계 I&C
023410,유진기업
003520,영진약품
033270,유나이티드제약
014940,오리엔탈정공
001230,동국홀딩스
216080,제테마
096760,JW홀딩스
416180,신성에스티
475560,더본코리아
024060,흥구석유
034120,SBS
003120,일성아이에스
204620,글로벌텍스프리
006805,미래에셋증권우
092790,넥스틸
0007C0,아크릴
037710,광주신세계
243070,휴온스
024720,콜마홀딩스
086820,바이오솔루션
322310,오로스테크놀로지
000320,노루홀딩스
088260,이리츠코크렙
036200,유니셈
005680,삼영전자
101360,에코앤드림
009160,SIMPAC
051370,인터플렉스
378340,필에너지
023760,한국캐피탈
099430,바이오플러스
272110,케이엔제이
036170,에이치엠넥스
009680,모토닉
064550,바이오니아
445090,에이직랜드
049070,인탑스
950250,테라뷰
472850,폰드그룹
073490,이노와이어리스
003960,사조대림
354320,알멕
054950,제이브이엠
371950,풍원정밀
000540,흥국화재
067390,아스트
117580,대성에너지
294570,쿠콘
304100,솔트룩스
348950,제이알글로벌리츠
464080,에스오에스랩
002320,한진
452430,사피엔반도체
314130,지놈앤컴퍼니
025770,한국정보통신
005010,휴스틸
004310,현대약품
001340,PKC
255220,SG
900140,엘브이엠씨홀딩스
042370,비츠로테크
334890,이지스밸류플러스리츠
045390,대아티아이
151860,KG에코솔루션
459510,나우로보틱스
108860,셀바스AI
001460,BYC
035600,KG이니시스
000390,삼화페인트
241590,화승엔터프라이즈
357550,석경에이티
000490,대동
274090,켄코아에어로스페이스
003200,일신방직
092730,네오팜
095500,미래나노텍
0008Z0,에스엔시스
002900,TYM
267980,매일유업
377190,디앤디플랫폼리츠
012860,모베이스전자
380550,뉴로핏
065680,우주일렉트로
078070,유비쿼스홀딩스
004360,세방
02826K,삼성물산우B
0011A0,액스비스
452280,한선엔지니어링
061970,LB세미콘
126700,하이비젼시스템
361390,제노코
067080,대화제약
035150,백산
092460,한라IMS
206640,바디텍메드
214180,헥토이노베이션
112290,와이씨켐
176750,듀켐바이오
254490,미래반도체
018310,삼목에스폼
451760,컨텍
056090,시지메드텍
382900,범한퓨얼셀
474170,루미르
003070,코오롱글로벌
036800,나이스정보통신
058430,포스코스틸리온
115450,HLB테라퓨틱스
092220,KEC
244920,에이플러스에셋
404990,신한서부티엔디리츠
182400,엔케이젠바이오텍코리아
256840,한국비엔씨
199430,케이엔알시스템
950170,JTC
013120,동원개발
457550,우진엔텍
043370,피에이치에이
094820,일진파워
462860,더즌
160980,싸이맥스
108380,대양전기공업
041020,폴라리스오피스
085910,네오티스
005710,대원산업
009470,삼화전기
108670,LX하우시스
432320,KB스타리츠
289930,웨이비스
190510,나무가
0030R0,대신밸류리츠
003547,대신증권2우B
033920,무학
084990,헬릭스미스
402490,그린리소스
030210,다올투자증권
121800,비덴트
013890,지누스
199820,제일일렉트릭
481070,에이유브랜즈
403850,더핑크퐁컴퍼니
007160,사조산업
950140,잉글우드랩
357580,아모센스
053300,한국정보인증
058820,CMG제약
053690,한미글로벌
425040,티이엠씨
418550,제이오
484810,티엑스알로보틱스
377460,위니아에이드
004560,현대비앤지스틸
461300,아이스크림미디어
122900,아이마켓코리아
000050,경방
307750,국전약품
194700,노바렉스
001130,대한제분
000680,LS네트웍스
088800,에이스테크
054210,이랜텍
357880,SKAI
136490,선진
242040,나무기술
217730,강스템바이오텍
007570,일양약품
321550,티움바이오
203400,에이비온
001790,대한제당
144960,뉴파워프라즈마
068930,디지털대성
210980,SK디앤디
003720,삼영
211270,AP위성
053210,스카이라이프
134380,미원화학
001630,종근당홀딩스
044450,KSS해운
005500,삼진제약
332570,PS일렉트로닉스
083310,엘오티베큠
000430,대원강업
017890,한국알콜
051360,토비스
243840,신흥에스이씨
475230,엔알비
034810,해성산업
028100,동아지질
484120,도우인시스
036030,케이티알파
285490,노바텍
065710,서호전기
115310,인포바인
338220,뷰노
004090,한국석유
402030,코난테크놀로지
079960,동양이엔피
330860,네패스아크
270660,에브리봇
091580,상신이디피
098120,마이크로컨텍솔
140670,알에스오토메이션
008490,서흥
019010,베뉴지
100120,뷰웍스
000480,CR홀딩스
011690,와이투솔루션
064290,인텍플러스
013580,계룡건설
372170,윤성에프앤씨
003220,대원제약
033530,SJG세종
010955,S-Oil우
290740,액트로
084680,이월드
004980,성신양회
095570,AJ네트웍스
092070,디엔에프
064850,에프앤가이드
039860,나노엔텍
353810,이지바이오
489500,엘케이켐
016880,웅진
405100,큐알티
226320,잇츠한불
118990,모트렉스
039840,디오
051905,LG생활건강우
007860,서연
039570,HDC랩스
003610,방림
010580,에스엠벡셀
417010,나노팀
388050,지투파워
251370,와이엠티
126600,BGF에코머티리얼즈
179290,엠아이텍
036190,금화피에스시
025000,KPX케미칼
297090,씨에스베어링
146320,비씨엔씨
002150,도화엔지니어링
000520,삼일제약
004430,송원산업
298690,에어부산
080160,모두투어
271980,제일약품
339770,교촌에프앤비
487570,HS효성
000140,하이트진로홀딩스
083930,아바코
005960,동부건설
003555,LG우
119610,인터로조
321370,센서뷰
001250,GS글로벌
237880,클리오
082800,비보존 제약
299030,하나기술
095700,제넥신
102120,어보브반도체
032620,유비케어
219130,타이거일렉
061090,세나테크놀로지
377450,리파인
036560,KZ정밀
300080,플리토
003460,유화증권
232680,라온로보틱스
004380,삼익THK
005950,이수화학
121440,골프존홀딩스
234080,JW생명과학
264450,유비쿼스
052710,아모텍
389030,지니너스
123410,코리아에프티
078150,HB테크놀러지
001080,만호제강
042420,네오위즈홀딩스
156100,엘앤케이바이오
001045,CJ우
290690,소룩스
380540,옵티코어
008350,남선알미늄
001780,알루코
002230,피에스텍
122990,와이솔
003350,한국화장품제조
213500,한솔제지
000860,강남제비스코
322510,제이엘케이
217270,넵튠
086890,이수앱지스
102260,동성케미컬
282720,금양그린파워
473980,노머스
356680,엑스게이트
